areaNm,areaCd,areaCongestLvl,areaCongestMsg,temp,humidity,pm10,collectedAt,prkNm,prkCd,prkType,cpcty,curPrkCnt,curPrkYn,curPrkTime,payYn,rates,timeRates,addRates,addTimeRates,address,roadAddr,lng,lat
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,SK리더스뷰 (민영),173667,NP,61,,N,,Y,0,30,1000,10,서초구 방배동 444-3,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,필주차장(민영),943785,NP,30,,N,,Y,2000,30,1000,15,동작구 사당동 1044-15,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,방배복개도로 제1지역 공영주차장(구),3247315,NW,126,,N,,Y,250,5,250,5,서초구 방배동 493-3,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,남경주차장(민영),1370221,NP,15,,N,,Y,2000,30,1000,15,동작구 사당동 1043-7,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,남현소공원 공영주차장(구),3247143,NW,97,,N,,Y,400,5,400,5,관악구 남현동 1063-1,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,남현동 도원빌딩,1912726,BS,59,,N,,Y,3000,30,1000,10,관악구 남현동 1059-11,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,대호주차장(민영),2865765,NP,20,,N,,Y,1500,30,1500,30,동작구 사당동 1030-20,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,은성주차장,3028847,BS,13,,N,,Y,3000,30,3000,30,서초구 방배동 444-6,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,웅지빌딩 주차장,3016699,BS,40,,N,,Y,1500,30,1500,30,서초구 방배동 450-17,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,서초프라임요양병원 주차장,3017214,BS,38,,N,,Y,1500,30,1500,30,서초구 방배동 446-3,,126.98,37.48
사당역,POI029,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:21.464620,JBI빌딩 주차장,3016710,BS,29,,N,,Y,2000,30,2000,30,서초구 방배동 446-1,,126.98,37.48
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,숭인주차장(민영),1369504,NP,38,,N,,Y,1500,30,1500,30,강북구 미아동 60-11,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,송중동 공영주차장(구),172550,NW,54,,N,,Y,200,5,200,5,강북구 미아동 48-1,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,한마음빌딩 주차장,2994511,BS,56,,N,,Y,1000,30,1000,10,강북구 미아동 73-9,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,대광주차장(민영),1418869,NP,11,,N,,Y,1500,30,500,10,강북구 미아동 58-2,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,대성주차장(민영),2998741,NP,25,,N,,Y,2000,30,1000,30,강북구 미아동 42-9,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,신세계 이마트미아점,1113401,BS,83,,N,,Y,1000,10,1000,10,성북구 길음동 25-2,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,롯데백화점[미아점] 지하주차장,954743,BS,485,,N,,Y,0,30,1000,10,강북구 미아동 70-6,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,베누스타 주차장,1120808,BS,50,,N,,Y,2000,30,500,10,성북구 길음동 22-1,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,도봉로 15길 공영주차장(시),1576511,NS,1,,N,,Y,200,5,200,5,강북구 미아동 458-7,,127.03,37.62
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,현대백화점 미아점 주차장,1113282,BS,600,,N,,Y,0,30,500,10,성북구 길음동 20-1,,127.03,37.61
미아사거리역,POI026,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,,,,2025-08-09T18:04:21.845568,송중동(임시)공영주차장(민영),2996022,NP,6,,N,,Y,200,5,200,5,강북구 미아동 860-123,,127.03,37.61
서울대입구역,POI031,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:23.474843,관악프라자(민영),3022118,NP,16,,N,,Y,2000,30,1000,10,관악구 봉천동 29-28,,126.96,37.48
서울대입구역,POI031,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,,,,2025-08-09T18:04:23.474843,한승주차장(민영),3147304,NP,36,,N,,Y,2000,20,1000,15,관악구 봉천동 865-1,,126.95,37.48
성신여대입구역,POI035,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.073225,국민은행 주차장,3044954,BS,30,,N,,Y,1000,30,1000,30,성북구 동선동1가 117-0,,127.02,37.59
성신여대입구역,POI035,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.073225,돈암골(민영),2942301,NP,8,,N,,Y,1500,30,0,0,성북구 동소문동5가 118-0,,127.02,37.59
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,서초 삼성쉐르빌2 주차장,3041646,BS,285,,N,,Y,10000,30,2000,10,서초구 서초동 1330-0,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,효봉빌딩 주차장,3155153,BS,21,,N,,Y,1500,30,1500,30,서초구 서초동 1306-0,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,골드로즈 주차장,3038486,BS,91,,N,,Y,1000,10,1000,10,서초구 서초동 1330-6,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,하나주차장(민영),993526,NP,27,,N,,Y,2000,30,2000,30,강남구 역삼동 621-0,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,시큐어파킹 강남역점 주차장(민영),1912244,NP,25,,N,,Y,5000,60,5000,60,서초구 서초동 1319-9,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,동인빌딩 주차장,760161,BS,7,,N,,Y,2000,30,1000,10,강남구 역삼동 826-22,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,LIG강남타워 부설주차장,754539,BS,106,,N,,Y,2000,30,2000,30,강남구 역삼동 649-11,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,르 메르디앙 서울 주차장,755272,BS,360,,N,,Y,6000,30,2000,10,강남구 역삼동 602-0,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,YBM강남센터빌딩 부설주차장,759374,BS,99,,N,,Y,2500,30,700,10,강남구 역삼동 820-8,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,메리츠 타워 빌딩 부설주차장,759906,BS,226,,N,,Y,3000,30,1000,10,강남구 역삼동 825-2,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,화인타워 부설주차장,760163,BS,70,,N,,Y,2500,30,2500,30,강남구 역삼동 826-24,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강남 24시 주차장(민영),1586020,NP,16,,N,,Y,1500,30,750,15,강남구 역삼동 621-4,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,호정빌딩 주차장,3153687,BS,27,,N,,Y,2000,30,1000,15,서초구 서초동 1327-35,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,대각빌딩,3116075,BS,129,,N,,Y,2000,30,1000,10,서초구 서초동 1319-5,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,K-TOWER 주차장,3147062,BS,9,,N,,Y,3000,30,1000,10,서초구 서초동 1308-15,,127.02,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,삼성전자 서초사옥 주차장,3113435,BS,888,,N,,Y,2000,30,1000,10,서초구 서초동 1320-10,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,동일빌딩 주차장,3135702,BS,43,,N,,Y,1500,30,1500,30,서초구 서초동 1305-7,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,대우디오빌 주차장,3130416,BS,103,,N,,Y,1000,10,1000,10,서초구 서초동 1309-1,,127.02,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,장연빌딩 주차장,755935,BS,21,,N,,Y,2000,30,1000,15,강남구 역삼동 635-10,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,아워홈 역삼빌딩 주차장,761707,BS,40,,N,,Y,1000,10,1000,10,강남구 역삼동 830-24,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,A Tower 주차장,759377,BS,31,,N,,Y,2000,30,1000,10,강남구 역삼동 822-1,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,롯데시네마 씨티 주차장,758482,BS,80,,N,,Y,2000,30,2000,30,강남구 역삼동 816-0,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,대호빌딩 주차장,791228,BS,47,,N,,Y,1000,10,1000,10,강남구 역삼동 649-14,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강남센타빌딩,757925,BS,136,,N,,Y,3000,30,1000,10,강남구 역삼동 825-13,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강남 8258빌딩 주차장,1445339,BS,37,,N,,Y,3000,30,1000,10,강남구 역삼동 825-8,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,유니언타운 강남 주차장,754348,BS,10,,N,,Y,2000,30,2000,30,강남구 역삼동 649-0,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,조이빌딩 주차장,759084,BS,18,,N,,Y,2000,30,2000,30,강남구 역삼동 817-29,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,에스코빌딩 주차장,791223,BS,54,,N,,Y,3000,30,1000,10,강남구 역삼동 649-5,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,씨티타워 주차장,757625,BS,11,,N,,Y,2000,30,800,10,강남구 역삼동 817-23,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강림빌딩 주차장,1442820,BS,20,,N,,Y,1000,10,1000,10,강남구 역삼동 618-8,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,CNNBiz강남교육센터 주차장,757218,BS,20,,N,,Y,1500,30,500,10,강남구 역삼동 619-16,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,솔라티움시티오피스텔,3214540,BS,30,,N,,Y,1000,10,1000,10,서초구 서초동 1327-34,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,송민빌딩 주차장,793840,BS,32,,N,,Y,1000,10,1000,10,강남구 역삼동 826-28,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,서림빌딩 주차장,761374,BS,113,,N,,Y,1500,30,800,10,강남구 역삼동 649-10,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,대연빌딩 주차장,757849,BS,11,,N,,Y,6000,60,6000,60,강남구 역삼동 809-12,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강남역 센트럴푸르지오시티 주차장,1445608,BS,398,,N,,Y,1000,10,1000,10,강남구 역삼동 825-20,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,켐브리지 강남빌딩 주차장,757926,BS,62,,N,,Y,2000,30,1000,15,강남구 역삼동 825-18,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,흥국생명빌딩 주차장,758478,BS,89,,N,,Y,1500,30,500,10,강남구 역삼동 814-5,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,미림타워 주차장,794867,BS,95,,N,,Y,1000,10,1000,10,강남구 역삼동 825-22,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,비전타워 주차장,794376,BS,72,,N,,Y,1000,10,1000,10,강남구 역삼동 826-26,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,메가시티오피스텔 주차장,757919,BS,49,,N,,Y,4000,60,4000,60,강남구 역삼동 824-12,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,경원빌딩 주차장,3192501,BS,27,,N,,Y,1000,10,1000,10,강남구 역삼동 831-17,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,벧엘주차장(민영),173459,NP,15,,N,,Y,3000,60,1500,30,강남구 역삼동 621-21,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,교보타워[신논현역 1호점],808595,BS,395,,N,,Y,0,10,1000,10,서초구 서초동 1303-22,,127.02,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,오성빌딩 주차장,794437,BS,30,,N,,Y,2000,30,1000,10,강남구 역삼동 831-42,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,현대유료주차장(민영),3125131,NP,14,,N,,Y,2000,20,1000,10,서초구 서초동 1327-21,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,현대기림오피스텔,3045959,BS,80,,N,,Y,1200,10,1200,10,서초구 서초동 1330-18,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,르메르디앙제1민영주차장(민영),3246345,NP,50,,N,,Y,1000,10,1000,10,강남구 역삼동 615-21,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,CGV 강남 주차장,2915128,BS,41,,N,,Y,3000,30,1000,10,강남구 역삼동 814-6,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,지천빌딩 주차장,2910265,BS,13,,N,,Y,2000,30,2000,30,강남구 역삼동 818-1,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,시계탑빌딩 주차장,3190801,BS,36,,N,,Y,2000,30,2000,30,강남구 역삼동 820-11,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,서초파라곤오피스텔 주차장,3142621,BS,100,,N,,Y,1000,10,1000,10,서초구 서초동 1327-29,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,363강남타워THEKEEPERS  주차장,3132505,BS,192,,N,,Y,2000,30,1000,10,서초구 서초동 1328-10,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,에이플러스에셋타워 주차장,3132507,BS,247,,N,,Y,1000,10,1000,10,서초구 서초동 1328-3,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강남빌딩 유료민영주차장,2910754,BS,7,,N,,Y,1000,30,1000,10,강남구 역삼동 619-30,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,K스퀘어강남점 주차장,2912358,BS,32,,N,,Y,3000,30,1000,10,강남구 역삼동 819-0,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,금성빌딩 민영주차장,2910786,BS,16,,N,,Y,5000,30,5000,30,강남구 역삼동 817-27,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,KG타워 주차장,2908701,BS,40,,N,,Y,3000,30,1000,10,강남구 역삼동 819-5,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,역삼문화공원제1호공영주차장(구),3246348,NW,247,,N,,Y,300,5,300,5,강남구 역삼동 635-1,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,퍼스트역삼빌딩 주차장,2904428,BS,23,,N,,Y,2000,30,1000,10,강남구 역삼동 827-65,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,구립 역삼 푸른솔도서관 부설주차장,2952865,BS,47,,N,,Y,300,5,300,5,강남구 역삼동 827-61,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,서초신덕빌딩 주차장,3152108,BS,49,,N,,Y,1000,10,1000,10,서초구 서초동 1329-7,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강남애니타워 주차장,3031825,BS,32,,N,,Y,6000,60,1000,10,서초구 서초동 1330-20,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,청남빌딩 주차장,3125642,BS,130,,N,,Y,2000,30,500,10,서초구 서초동 1329-2,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,강남아르젠오피스텔 주차장,3125133,BS,20,,N,,Y,2000,15,1000,10,서초구 서초동 1327-23,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,대륭강남타워 부설주차장,2944070,BS,248,,N,,Y,2000,30,1000,15,강남구 역삼동 826-20,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,현죽빌딩 주차장,2925634,BS,86,,N,,Y,1000,10,1000,10,강남구 역삼동 832-41,,127.03,37.49
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,동아유료주차장,3136953,BS,25,,N,,Y,1000,10,1000,10,서초구 서초동 1327-5,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,벧엘민영주차장,2912915,BS,15,,N,,Y,4000,60,1000,15,강남구 역삼동 621-1,,127.03,37.50
강남역,POI014,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,,,,2025-08-09T18:04:24.077479,창림빌딩 주차장,3183385,BS,30,,N,,Y,3000,30,3000,30,강남구 역삼동 816-3,,127.03,37.50
